cuit,inclusion
33546696559,0
30508451543,1
30716274108,1
30716741520,1
30556022379,1
33999295679,1
30999004837,1
30711075751,0
30644912198,1
30999284341,1
30708040262,0
30645795462,1
30708246278,0
30711338809,0
30709414719,0
33660320569,0
30710995768,0
30710906528,1
30711740712,1
30708991909,0
30716946629,0
30545716557,0
30546676974,1
30546693968,1
30698237097,1
30708899050,1
30506841069,0
30633242395,0
30585581247,1
30615223383,0
30648195725,0
30506640810,0
30508083579,0
30546679639,0
33651159909,0
30545701339,0
33680059999,1
30708825200,1
30515929122,0
30999022290,0
30664203924,0
30999027489,1
30608090181,1
30545754734,1
30709355100,0
30599070628,0
30615565179,0
30641896558,0
30504621738,0
30999254973,0
30556366906,1
30715273906,1
33999204479,0
30711354766,0
30642630721,0
30546672847,0
30577207190,1
30715045148,1
33716237279,1
30710822642,0
30708941979,0
30714695513,0
30546694646,1
30708892781,0
33708893019,0
30708892757,0
30707440097,0
30545822462,0
30999270979,0
30506794079,0
30999259231,0
30557619549,0
30999255104,0
30999242037,0
30672202988,0
30643009990,0
30672902572,0
30999249066,0
30708006196,0
30709089370,0
30714903949,0
30712451560,1
30615575417,0
30715857606,0
33660964369,0
30711959455,1
30638880659,1
30646269837,0
30710681771,1
30545758314,1
30714744433,0
30714101443,1
30708026340,1
30715353497,1
30709118214,1
33707925499,0
30710623623,0
30711474540,1
30713346507,0
30711066973,0
30687853926,0
30624603768,0
30506748395,0
30633208243,0
30708412380,0
30630504208,0
33672362739,0
30546706288,1
30715273000,1
30708574836,1
30636944730,0
30687386481,0
30536109990,1
30707032126,1
30500140530,0
30500164480,0
33564820259,0
30579719644,0
30546706350,0
30711247188,1
30500139990,1
30624961621,1
30715043722,1
30638337068,0
33710647459,0
30506904648,0
33707312799,0
30643100750,0
30711417164,1
30712048448,1
33608605989,1
30708233028,1
30500142061,0
30651129083,1
30500010912,1
30500500170,0
30500164553,0
30593776308,0
30500149783,0
33714166099,0
30711104263,0
30715479490,1
30999176522,0
30600753386,1
30632961363,0
30500055509,1
30500009515,0
33999067579,0
30697838836,1
30714045357,1
30715362488,1
30511161920,0
30711560099,0
30710677782,0
30711225699,1
30649870515,0
30540084188,0
30672840674,0
30670342669,0
30521769137,0
30616509507,0
30577288360,0
30546675749,0
30576304230,0
33584072429,0
30709074101,0
30701978176,0
30708666927,0
30707337059,1
30999259096,0
30710762305,0
30694213096,0
33707157769,0
30709555002,0
30690689797,0
33707076149,0
30702540646,0
30614903941,0
33500009379,0
30555205887,0
30999214262,0
30645561011,0
30999253500,0
30707804994,1
30522336277,0
30999053102,0
30711184402,1
33707866069,1
30715789589,1
30999014174,0
30707417478,0
30695773923,0
30690327879,0
30709371319,0
30695775691,0
30707996648,0
33707723659,0
30615274638,0
33716910399,0
30695773850,0
30714449563,0
30999209110,0
30685636804,0
30657386967,0
30663235474,0
30712083669,0
30500006788,0
30715255703,0
30668060060,0
30715153692,0
33707938469,0
30999253292,0
30500063552,0
30673457661,0
30500011218,0
30649501188,0
30707622462,0
30708225122,0
30689255988,0
30707219536,1
30715575643,1
30715497456,1
30672562828,0
30707128395,0
30709088153,0
30715571117,1
33615428359,1
30712232885,1
30707417249,0
30712114696,0
30715151959,1
30672908821,1
30707400710,1
30690874047,0
30708637145,1
30715440403,0
30714331902,0
30673331102,0
33686096969,0
30671107957,0
30999210518,0
30712210210,0
30667126025,0
30715723197,0
30670960605,0
30715188933,0
30692752968,0
30999249201,1
30714986763,0
30714980889,0
30686961156,0
30708738162,0
30571912127,0
30637450278,0
30546689421,0
30687943909,0
30638425064,0
30999270731,0
30657542381,0
30618561050,0
30999093430,0
33999252759,0
30639218127,0
33632343189,0
30546696177,0
30687936015,0
30655928290,0
30999252067,0
30546676281,0
30638948733,0
30633264712,0
33672404989,0
30586761036,0
30546671786,0
30707655263,0
30672843711,0
30708874384,0
30689288940,0
30646738047,0
30698077855,0
30691182785,0
30701981487,0
30665622149,0
30643462814,0
30613409587,0
30642971693,0
33616913609,0
30654487029,0
30689488893,0
30613210659,0
30546664585,0
30689488036,0
30692990613,0
30707562753,0
33681252199,0
30657888687,0
33546692979,0
30687935264,0
33687935409,0
30668688868,0
33546672919,0
30585941715,0
30545828649,0
30630501233,0
30669122000,0
33999147149,0
30674356567,0
33685429379,0
30615428287,0
30637154377,0
30674808476,0
30659767976,0
30546679493,0
30705148879,0
30535265026,0
30500139826,0
30569654307,0
30500150706,0
30500127437,0
33535334299,0
30520913641,0
30500138528,0
30500140468,0
30683234539,0
30674151426,0
30540629044,0
30622539361,0
30541879087,0
30546693275,0
30999273323,0
30999258316,0
30707921729,0
30716211564,0
30677151125,1
30669257437,0
30595129164,0
33692410179,0
30664149113,0
30674599885,0
30707132473,0
33712192459,0
30700011271,0
30626844592,0
30637308544,0
30709944491,0
30711586527,0
30599999376,0
30579789413,0
30711347476,0
30532708059,0
30707933336,0
30999009952,0
30999229316,0
30999014247,0
30679355909,0
30712347674,0
30673314119,0
30664167405,0
30714286273,0
30600884820,0
30714077488,0
30714801968,0
30558790314,0
30681976015,0
30576639518,0
30582390947,0
30584158278,0
30600041548,0
30604193016,0
30675635206,0
30675636121,0
30681143692,0
33711689279,0
30707557717,0
30711526788,0
30714160350,0
33714179719,0
30715393685,0
30709038369,0
30689284678,0
30626000602,0
30676912416,0
30708919078,0
30652190053,0
30580042453,0
30646612965,0
30707737944,0
30707766812,0
30711248443,0
30711248486,0
30711248559,0
33711248469,0
30652227917,0
30639556022,0
33633178009,0
30627393713,0
34999032089,0
30689235545,0
30675428081,0
30999012880,0
30648839088,0
30999002850,0
30681304513,0
30671513963,0
30999079039,0
30999164990,0
30672846303,0
33999252449,0
30546690519,0
30636511354,0
30999015162,0
30671208710,0
30626983398,0
30671853535,0
30714662747,0
30623328607,0
30620698012,0
30673377544,0
30546666561,0
30999175461,0
30546694263,0
30624051919,0
30999069556,0
30999278376,0
30672389581,0
30659134337,0
30546695014,0
30707318240,0
30999008417,0
30707051546,0
30999278139,0
30546694719,0
30999018447,0
30698107541,0
33693450239,0
30999256577,0
30999157935,0
34546671471,0
33628302729,0
30707216650,0
30681125236,0
30671357619,0
30546662434,0
30999257182,0
30546671549,0
30546660385,0
30546666707,0
30999168953,0
33637617449,0
30522763922,0
30546670623,0
30546671166,0
30999003156,0
30707519378,0
30523552402,0
33999242109,0
30671198081,0
30999074843,0
30999001552,0
30707216669,0
30999253438,0
30669726712,0
30999175607,0
30546670240,0
30687953866,0
30999004144,0
34999257560,0
30624944182,0
33707519369,0
30546669463,0
30999006813,0
30682038124,0
30546679183,0
30715445839,0
30546663422,0
30999221463,0
30999005825,0
30999273250,0
30999001315,0
33671380989,0
30701753697,0
33999000709,0
30545681508,0
30999001005,0
30999102553,0
30584152474,0
30999004217,0
30681618089,0
30999162467,0
30646997433,0
30546675676,0
33999001179,0
30999059216,0
30534213332,0
30688384547,0
30709895385,0
30687235815,0
30628014562,0
30708635274,0
30623551993,0
30546670550,0
30999284899,0
30707046399,0
30586761729,0
30710409664,0
30635976809,0
30615915544,0
33678365349,0
30707045031,0
30999052807,0
30681617783,0
30586762334,0
30707558691,0
30638438514,0
30999001935,0
30999253810,0
30641670460,0
30710404611,0
33999176459,0
30999070406,0
33999034069,0
30687256626,0
30646228685,0
30545788167,0
30999075149,0
30999268346,0
30639251663,0
30546660210,0
30712526218,0
30672335880,0
30653139507,0
30546668785,0
30714292141,0
30541045437,0
30586762199,0
30671218813,0
33654565479,0
33999033909,0
30632072607,0
30577357532,0
30999002095,0
30683897090,0
30586761419,0
30586761656,0
30711213054,0
30546662507,0
30999032083,0
30712224300,0
30662473916,0
30999001862,0
30688009835,0
30691156997,0
30999057167,0
30562252157,0
30546661829,0
30623047950,0
30715124234,0
30999001242,0
33693478389,0
30681097763,0
30999262542,0
30671856984,0
30999011728,0
30687276511,0
30999034132,0
30586762407,0
30690815431,0
30700876116,0
30586762571,0
30709933031,0
30628249527,0
30681615322,0
30643116657,0
30586761583,0
30500011382,0
30999022746,0
30683896310,0
30546676117,0
30586761893,0
33686471689,0
33678412649,0
30999021510,0
30686111810,0
30999068878,0
30999065593,0
33999001489,0
30598218095,0
30586762024,0
34546687068,0
30707992669,1
30641870931,0
30999000947,0
30715120409,0
30999078733,0
30571910833,0
30710817452,0
30999253365,0
30641669519,0
30999284031,0
33999063999,0
30999267595,0
30999216249,0
30642137251,0
30999256712,0
30999223067,0
30669643248,0
30546662981,0
30999083338,0
30999163145,0
30999059453,0
30999155711,0
33707026869,0
30999008271,0
30999003601,0
30999220165,0
30999075904,0
30665658313,0
30999126711,0
30999083265,0
30999070643,0
30999050685,0
30654643063,0
30999140595,0
30586762261,0
30546662817,0
30711337365,0
30710884745,0
30999060540,0
30586761966,0
30546671301,0
30638882015,0
30710847351,0
30999058392,0
30628540787,0
30667754301,0
30999216311,0
30999277523,0
33685075259,0
30999002230,0
30637897647,0
30999000874,0
30999059526,0
30658470597,0
30642549681,0
30678887192,0
30999034515,0
30623965615,0
30680604572,0
30710427425,0
30999146534,0
30999097185,0
30999017076,0
30715145657,0
30638740482,0
30586759198,0
30671203077,0
30685256068,0
30999146917,0
30643233343,0
30517999551,0
30645467287,0
30672644786,0
30999069483,0
30698056807,0
30999140420,0
30999083400,0
30586577537,0
30707860444,0
30637636657,0
30685092170,0
30999009332,0
30999196108,0
30652381894,0
33545679359,0
30711655480,0
30641871091,0
30715815709,0
30649555571,0
30650669777,0
30712765905,0
30999083575,0
30673246245,0
30639429616,0
30709042730,0
30999013631,0
30655020116,0
30691155079,0
33670466839,0
30707455175,0
30663140996,0
30694327237,0
30642532932,0
30694407044,0
30647611946,0
30999161541,0
30670493853,0
30571908375,0
30708752297,0
30621223603,0
30999177138,0
30703399106,0
30681122334,0
30999005132,0
30648749313,0
30999066727,0
30999106443,0
30675074417,0
30999187230,0
30669387128,0
30999272955,0
30682873864,0
30999034752,0
30673472296,0
30639359693,0
30715471511,0
30715107186,0
30715910701,0
30670180065,0
30709027170,0
30714982784,0
30999061601,0
30999041260,0
30999275237,0
30999215013,0
30711424861,0
30546662361,0
30646291662,0
30645787729,0
30661466819,0
30711655197,0
30687986373,0
30999027934,0
30999220475,0
30999034205,0
33999034379,0
30999062144,0
30638792032,0
30999176212,0
30677218149,0
33627324249,0
30615729449,0
30999006503,0
30654925492,0
30636591226,0
30641670088,0
30999074916,0
30999002923,0
30611160344,0
30624603903,0
30999215323,0
33999034689,0
30684598402,0
30999054028,0
30711340161,0
30999059836,0
30623217678,0
30715127209,0
30708368551,0
30999004381,0
30999107059,0
30681131511,0
30670494604,0
30675078544,0
33999295989,0
30999033837,0
30999108047,0
30999007429,0
30674335993,0
30650208389,0
30711309329,0
30999011345,0
33999005689,0
30710588968,0
30999022819,0
30672543475,0
30999063825,0
30674460259,0
30999003466,0
30651193369,0
30640711651,0
30630467620,0
30710390351,0
30999250080,0
30546690373,0
30710799225,0
30684679372,0
30707519092,0
30708717696,0
30710395825,0
30999036356,0
30692137449,0
30708186593,0
30656419349,0
30637032492,0
30707515348,0
30999254116,0
30569827619,0
30709486043,0
30665649209,0
30638653547,0
30999033527,0
30999033764,0
30999056934,0
30999260183,0
30999270421,0
30546698463,0
30999093295,0
30546666324,0
30999274559,0
33711137829,0
30709925977,0
30999273498,0
30571910078,0
30707085726,0
33701275689,0
30999056489,0
30999057094,0
30999244013,0
30546659743,0
30999064120,0
30710695993,0
30715115472,0
30999191084,0
30999145783,0
30683270284,0
30716736209,0
30999057922,0
30685073656,0
30999251389,0
30711426287,0
30670851652,0
30999035058,0
30671355942,0
30711332339,0
30999036429,0
30668248590,0
30999032849,0
30999034442,0
30999046769,0
30999107989,0
30999229790,0
30999157625,0
30710405863,0
33999256959,0
30639970082,0
30711695695,0
30655200173,0
30669836135,0
30999056551,0
33707441319,0
30999012260,0
33999005379,0
30663301051,0
33650495859,0
30999284961,0
30999007739,0
30707729720,0
30711388466,0
30999004527,0
30999276225,0
30671058050,0
30999002303,0
30999255899,0
30664163752,0
30999222907,0
30999004691,0
30712515798,0
30999056314,0
30684587559,0
30659065548,0
30664540769,0
30623328461,0
30999030862,0
30707323465,0
30667502426,0
30708621540,0
30670496208,0
30999122201,0
30999053897,0
30715117564,0
30999007356,0
30999163072,0
33715112839,0
30712147829,0
30665708825,0
30546686767,1
30546694190,0
30999262305,0
30999011892,0
30546685841,0
30674462782,0
30716732602,0
30999035678,0
30647321328,0
33658406219,0
30656606742,0
30999005752,0
30707175520,0
30672655702,0
30637553875,0
30999069319,0
30999082897,0
30999005205,0
30629432007,0
30671384705,0
30707874437,0
30999036593,0
33546677899,0
30664543423,0
30999161304,0
33684854149,0
30667036042,0
30999215943,0
30658670138,0
30999184401,0
30670192454,0
30589765938,0
30999018757,0
30715470809,0
30999271037,0
30667589874,0
30716725401,0
30644341204,0
30999107121,0
30999176905,0
33634792509,0
30714761990,0
30669735754,0
30674338348,0
30999260329,0
30999298644,0
30671421457,0
30670206765,0
30677162143,0
30999179351,0
30688365267,0
30999124425,0
30707513094,0
30715346938,0
30999135680,0
33716739479,0
30546687062,0
30711460914,0
30681417830,0
30711978875,0
30584132414,0
30709059447,0
30686307537,0
30999036119,0
33640309399,0
30999103851,0
30999106753,0
30659729489,0
30999116309,0
33670495839,0
30666339521,0
30999069009,0
33642612129,0
30712158588,0
30673281148,0
30672942663,0
30586760110,0
30681120730,0
33687916749,0
30659065475,0
30999009022,0
33999181819,0
30999038332,0
30999119685,0
30586572659,0
30999056799,0
30677993894,0
30630521501,0
30712130780,0
30711183252,0
30714724750,0
30546660695,0
30999038715,0
30999195667,0
30999058082,0
30999098793,0
30999161789,0
30999031923,0
30999013704,0
30999102863,0
30669163181,0
30715119567,0
30999295742,0
30709554057,0
30999275857,0
30619698742,0
30999021200,0
30712274154,0
33650575739,0
30646455002,0
30646610431,0
30639325950,0
30999061911,0
30648599966,0
30999251524,0
30664615424,0
30709200883,0
30715115049,0
30686314428,0
30999033691,0
30680090218,0
30715007971,0
30661026479,0
33671056529,0
30716770172,0
30715293133,0
30999154960,0
30681123942,0
30999060230,0
30714902268,0
30672348192,0
30674480144,0
30668413958,0
30999027799,0
30999062837,0
30707794549,0
30710551665,0
30716831252,0
30712164960,0
30678372478,0
30999222141,0
30708537833,0
33586573719,0
30710894228,0
30520807280,0
30716742292,0
30598320183,0
30715121421,0
30999254426,0
30999003539,0
30999176697,0
30678378344,0
30999274869,0
30633260687,0
30575655781,0
30587867431,0
30684457868,0
30999270049,0
30709135887,0
30999253675,0
33999043939,0
30667752945,0
33707172709,0
30716819562,0
33691142529,0
30546660458,0
30711530785,0
30672387120,0
30653277934,0
30999252687,0
30673325994,0
30999139880,0
30999060303,0
33999053349,0
30670650576,0
30710956096,0
30999276772,0
30546670313,0
30709268399,0
30671643654,0
30572295377,0
30999065739,0
33999018829,0
33715550569,0
30623545853,0
30672439546,0
30999003911,0
33999176149,0
30999116236,0
30712167641,0
30672463595,0
33999005999,0
30687989585,0
30713019905,0
30669188338,0
30672437322,0
30712470581,0
30672380576,0
30649537808,0
30665138166,0
30676883025,0
30678219343,0
30999264383,0
30546659670,0
30643395246,0
30999029392,0
30693494210,0
30672582578,0
30674644961,0
30675534442,0
30999298717,0
30657126582,0
30999059070,0
30653022227,0
33999053659,0
30714965170,0
30674336744,0
33677219829,0
30651511387,0
30999222214,0
30681122954,0
30671383334,0
30657733365,0
30639008319,0
30672436954,0
30667332873,0
30711614660,0
30673262550,0
30710405871,0
30671336735,0
33609243959,0
30999054885,0
30999014794,0
30670511088,0
30668656346,0
30688007611,0
30571911821,0
30673300746,0
30711153329,0
34546198105,0
30690481134,0
30999276462,0
30676650977,0
30672651057,0
30654865260,0
30715123238,0
30682027343,0
30999197333,0
30656355081,0
30675053150,0
33999124599,0
30678650087,0
30711595534,0
30999126193,0
30674339026,0
30999143012,0
30999227712,0
30683238666,0
30999072174,0
30999046076,0
30716765500,0
30711788847,0
30672440560,0
30999050820,0
30546689359,0
30692057496,0
30654414730,0
30999124352,0
33712130569,0
30674470807,0
30707519033,0
30571908200,0
30701747867,0
30623328151,0
30999167582,0
30677378995,0
30597355919,0
30999142881,0
30675534752,0
30546693895,0
30674583679,0
30710112238,0
30999111978,0
33655032989,0
30999140358,0
30671343170,0
30999013321,0
33672569309,0
30657230894,0
30710394403,0
30712213740,0
30999025338,0
30999161096,0
30637237159,0
30669189180,0
30663528757,0
30999158478,0
30673848733,0
30546670488,0
30675076258,0
30999115868,0
30712337679,0
30716454386,0
33673852969,0
30714330442,0
30999051436,0
30624944255,0
30672580591,0
30999086612,0
30707546960,0
30711257833,0
30672335716,0
30672545907,0
30999023041,0
30999100712,0
30500500006,0
30671149714,0
30999241286,0
30658464147,0
30715445812,0
30669207316,0
30999059763,0
30678661860,0
33716441879,0
33563188699,0
30677481699,0
30684531634,0
30707240438,0
30715111280,0
30616500593,0
30999102243,0
30999292913,0
30690476777,0
30999135060,0
30716435020,0
33674645029,0
33681837839,0
30587083074,0
30665272849,0
30999008107,0
30999293146,0
30659721607,0
30671381110,0
30999160006,0
30670760371,0
30671371018,0
30674345611,0
30680948654,0
30695565883,0
30999051363,0
30671157148,0
30681672407,0
30715904817,0
33999172259,0
30707104054,0
30711185573,0
30999035988,0
30656187588,0
30707934596,0
30999062527,0
30999093120,0
33688783289,0
30633571941,0
30999050138,0
30714738700,0
30999012333,0
30999071569,0
30668542650,0
30675049161,0
33707910289,0
33708864639,0
30715177990,0
30673850819,0
30684931500,0
30999140730,0
30712295720,0
30999194679,0
30674338100,0
30673251605,0
30999059380,0
30546692732,0
30571280325,0
30672394496,0
30674543650,0
30999065976,0
33716762209,0
30571909363,0
30708255331,0
30633619758,0
30648750400,0
30671379728,0
30710396961,0
33670437839,0
30642937096,0
30671379655,0
30672556852,0
30716433419,0
30642668281,0
30690451219,0
30716875381,0
30671180344,0
30671380432,0
33713041209,0
30668850495,0
30999036283,0
30686050145,0
30576883303,0
30673674433,0
30709129119,0
30715112945,0
33670839929,0
30675738048,0
30716094096,0
33999018519,0
30670647400,0
30691862174,0
30999277450,0
30671383881,0
30707495630,0
30999016916,0
33655305829,0
30999143187,0
30999161851,0
30999060923,0
30711009309,0
30670499584,0
30681645175,0
30671379345,0
33999100339,0
33999289849,0
30671381978,0
30687849864,0
30707534512,0
30999215560,0
30682253777,0
30707404309,0
30999292778,0
30676863822,0
30707618716,0
30634143897,0
30999111668,0
30672570944,0
30708256613,0
30672335953,0
30672546067,0
30686047837,0
30632351514,0
30660195293,0
30999025575,0
30999110297,0
30670855615,0
30999099471,0
30681835780,0
30711249164,0
30678652063,0
33658796149,0
33999004909,0
30648937942,0
30715324705,0
30652994543,0
30678707909,0
30681094179,0
30707487441,0
30708633883,0
30673321247,0
30715397400,0
30999036046,0
30646178866,0
30707380000,0
30999060613,0
30999154588,0
30999293383,0
33999091909,0
30715121081,0
33692101419,0
30999050448,0
30999259789,0
33999063689,0
30660269580,0
30710380607,0
30714349763,0
30671046737,0
30674574327,0
30656571930,0
30709892610,0
30999034825,0
30999099161,0
30546660830,0
30709031917,0
30707017690,0
30678353953,0
30715676822,0
30999051746,0
30999053722,0
30999271274,0
30671380505,0
30675049471,0
30715319388,0
30674637523,0
30707613862,0
30712526781,0
30675077629,0
30999013569,0
30690481207,0
30608517290,0
30651562704,0
30674275699,0
30707517677,0
30999135826,0
30671382656,0
30711672482,0
30656972102,0
30999156874,0
30670874687,0
30671381285,0
30712200398,0
30671382109,0
30671385000,0
30712073191,0
30999067642,0
30999159156,0
33999024969,0
30611465250,0
30683242965,0
30999173930,0
30999111595,0
30715088149,0
30671377814,0
30677482202,0
30677485589,0
30716789299,0
30999097258,0
33673370379,0
30999053277,0
30715126792,0
30671378977,0
30672335643,0
30672450736,0
30674280293,0
30999051983,0
30999065801,0
30670470209,0
30687902684,0
30669166393,0
30675058721,0
30999179734,0
30999276918,0
33709489009,0
30689905761,0
30999051290,0
30999075211,0
30709912271,0
30999104084,0
30999122139,0
30655928746,0
30999228328,0
33999153599,0
30674595448,0
30999061393,0
30709466042,0
30674341411,0
30999051673,0
30999274311,0
30668746876,0
30669697186,0
30712170677,0
30712151265,0
30581388655,0
30683239107,0
30710425694,0
30999089999,0
33670774819,0
30640025677,0
30674242324,0
30707384324,0
33675746309,0
30711660484,0
33686659599,0
30669649734,0
30686935368,0
30669639259,0
30999066344,0
30999197198,0
33999063069,0
30709184225,0
30675071515,0
30999027624,0
30710188013,0
30707508759,0
30651167198,0
30674592783,0
33670865199,0
30653534805,0
30999025028,0
34999257706,0
33999246619,0
30690506080,0
30999165296,0
30640488596,0
30668685893,0
30688804317,0
30708672854,0
30715199331,0
30999063205,0
30668404533,0
30677972463,0
30999157315,0
30999158303,0
33708106629,0
33715179119,0
30582938942,0
30712278842,0
30699556447,0
30999053587,0
30999059909,0
30999271894,0
30671139239,0
30690866850,0
30670750899,0
30999051053,0
30681846634,0
30709110019,0
30999035813,0
33678677839,0
33709100039,0
30999050510,0
30657607017,0
30707937587,0
30714339601,0
30999154103,0
30669188028,0
30674577776,0
30999062381,0
30999100267,0
33627328139,0
30670501813,0
30658713139,0
30670335395,0
30675050631,0
30716737841,0
30999063515,0
30999080290,0
30999097630,0
30999134072,0
30655462399,0
30716234890,0
30710394268,0
30655467897,0
30669701949,0
30677495207,0
30708659807,0
30999075696,0
30671383717,0
30674645402,0
30999066417,0
30999066581,0
30708159030,0
30671209709,0
30673974607,0
30999164370,0
30715451049,0
30999141036,0
30546677415,0
30674242707,0
30687967549,0
30710404093,0
30715108913,0
30999115930,0
30999165431,0
30540598297,0
30590509643,0
30672602617,0
30715352547,0
30999132789,0
30999278759,0
30672757319,0
30669239765,0
30670874822,0
30672579887,0
30674351441,0
30680996624,0
34546676112,0
30710822464,0
30688012070,0
30656780513,0
30670238047,0
30674576540,0
30678681063,0
30999066891,0
30999099544,0
30644802392,0
30670340518,0
30673293847,0
33670064749,0
30681117977,0
30712167226,0
30671381358,0
30672439619,0
30999080746,0
33670778709,0
33709299889,0
33999053039,0
30672625714,0
30709200654,0
33715478639,0
30707955259,0
30999051819,0
30672467485,0
30999101328,0
30712210474,0
30670192381,0
30608090254,0
30658822329,0
30668250501,0
30668547229,0
30669378870,0
30672544153,0
30672543300,0
30674151043,0
30697859884,0
30707633979,0
30999024587,0
30999121760,0
30709064424,0
30674415636,0
30714930547,0
30696335911,0
30654689403,0
30678411341,0
30683262095,0
30999050200,0
33999062909,0
30668448379,0
30670870487,0
30678715332,0
30682254218,0
